,event,event_label,span_text,label,element,role_label,role,institution,institution_label,date,type_labels,person,family_members,family_name,given_name,person_id,related_to,name
3844,https://g17.dhi-roma.it/resources/event_1154,APOSTOLIC PROVISION 1154,Caroli Dulay,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_40996,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_491,Rivensis,1677-10-08T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_40996,[],Caroli Dulay
3845,https://g17.dhi-roma.it/resources/event_8225,APOSTOLIC PROVISION 8225,Dominici Carassus,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_116817,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_552,Tarbiensis,1677-10-16T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_116817,[],Dominici Carassus
3846,https://g17.dhi-roma.it/resources/event_5444,APOSTOLIC PROVISION 5444,Antonii Martinelli,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_88447,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_1091,cesenatensis et ravennatensis,1622-04-05T00:00:00Z,"deceased in Rome,act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_88447,[],Antonii Martinelli
3847,https://g17.dhi-roma.it/resources/event_1893,APOSTOLIC PROVISION 1893,Francisci Bandini,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_22469,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_457,Pisana,1622-07-15T00:00:00Z,"deceased in Rome,act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",,,,,https://g17.dhi-roma.it/raw/element_22469,[],Francisci Bandini
3848,https://g17.dhi-roma.it/resources/event_1272,APOSTOLIC PROVISION 1272,Franciscus Giunt,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_30118,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_246,Elnensis,1622-11-09T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship,Administrative office,Undefined administrative office,Holder of a portion,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_30118,[],Franciscus Giunt
3849,https://g17.dhi-roma.it/resources/event_21957,APOSTOLIC PROVISION 21957,Bartholomeus Fernandez,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_259749,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_125,Bracharensis,1623-01-11T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Office in a monastery,Head of an abbey,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_259749,[],Bartholomeus Fernandez
3850,https://g17.dhi-roma.it/resources/event_19574,APOSTOLIC PROVISION 19574,Augustinus de Agnolettis,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_238281,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_128,Britononiensis,1622-09-26T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_238281,[],Augustinus de Agnolettis
3851,https://g17.dhi-roma.it/resources/event_6929,APOSTOLIC PROVISION 6929,Luca Nicolai,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_105616,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_262,Florentina,1678-04-02T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_105616,[],Luca Nicolai
3852,https://g17.dhi-roma.it/resources/event_12789,APOSTOLIC PROVISION 12789,Georgius Lucy seu Lully,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_173570,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_552,Tarbiensis,1678-04-30T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_173570,[],Georgius Lucy seu Lully
3853,https://g17.dhi-roma.it/resources/event_1909,APOSTOLIC PROVISION 1909,Renatus Loppe,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_35858,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_403,Nannetensis,1678-06-08T00:00:00Z,"Simony,Sanction,act of grace,apostolic provision,papal grace,due to trust,Liturgical office,rectorship in a parish church,Rectorship,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_35858,[],Renatus Loppe
3854,https://g17.dhi-roma.it/resources/event_8647,APOSTOLIC PROVISION 8647,Petri Bugy,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_121732,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_85,Aurelianensis,1677-12-02T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Archpriest,Liturgical office,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_121732,[],Petri Bugy
3855,https://g17.dhi-roma.it/resources/event_10766,APOSTOLIC PROVISION 10766,Bernardus Cassarre,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_152402,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_552,Tarbiensis,1678-04-02T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_152402,[],Bernardus Cassarre
3856,https://g17.dhi-roma.it/resources/event_16587,APOSTOLIC PROVISION 16587,Jacobi Le Brer,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_207814,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_160,Carnotensis,1622-09-20T00:00:00Z,"act of grace,apostolic provision,papal grace,Cancellation of a pension,Pension related types,Without care of souls,chapel and chaplaincy,Liturgical office",,,,,https://g17.dhi-roma.it/raw/element_207814,[],Jacobi Le Brer
3857,https://g17.dhi-roma.it/resources/event_9608,APOSTOLIC PROVISION 9608,Renatus Carteron,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_131044,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_104,Bellovacensis,1678-01-30T00:00:00Z,"Placing a commenda,act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,rectorship of a prior,Liturgical office,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_131044,[],Renatus Carteron
3858,https://g17.dhi-roma.it/resources/event_1411,APOSTOLIC PROVISION 1411,Petrus Franciscus Guccius,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_33218,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_262,Florentina,1622-11-26T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,chapel and chaplaincy,Liturgical office,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_33218,[],Petrus Franciscus Guccius
3859,https://g17.dhi-roma.it/resources/event_7772,APOSTOLIC PROVISION 7772,Franciscus Daza,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_113249,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_529,Seguntin,1622-05-19T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_113249,[],Franciscus Daza
3860,https://g17.dhi-roma.it/resources/event_1294,APOSTOLIC PROVISION 1294,Petri Jacobi Falascini,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_34103,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_359,Marturanensis,1622-12-01T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Dean,Liturgical office,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_34103,[],Petri Jacobi Falascini
3861,https://g17.dhi-roma.it/resources/event_16554,APOSTOLIC PROVISION 16554,Achilles de Cazeveus La Ronaysse,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_207424,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_570,Tolosana,1622-09-05T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",,,,,https://g17.dhi-roma.it/raw/element_207424,[],Achilles de Cazeveus La Ronaysse
3862,https://g17.dhi-roma.it/resources/event_19973,APOSTOLIC PROVISION 19973,Reverendissimi Alphonsi Mancanedo de Quinones,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_242676,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_187,Civitatensis Provinciae Compostellani,1622-11-22T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_242676,[],Reverendissimi Alphonsi Mancanedo de Quinones
3863,https://g17.dhi-roma.it/resources/event_18295,APOSTOLIC PROVISION 18295,Renatus Langlois,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_226284,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_115,Bituricensis,1678-04-08T00:00:00Z,"Placing a commenda,act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Monastery,Monastic institutions,rectorship of a prior,Liturgical office,Rectorship,Order of Saint Benedict,Orders of the monastic tradition",,,,,https://g17.dhi-roma.it/raw/element_226284,[],Renatus Langlois
3864,https://g17.dhi-roma.it/resources/event_17117,APOSTOLIC PROVISION 17117,Antonii,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_215456,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_587,Tullensis,1678-03-06T00:00:00Z,"act of grace,apostolic provision,papal grace,Undetermined reason,Unknown reason,rectorship of a prior,Liturgical office,Rectorship,Order of Saint Benedict,Orders of the monastic tradition",,,,,https://g17.dhi-roma.it/raw/element_215456,[],Antonii
3865,https://g17.dhi-roma.it/resources/event_6142,APOSTOLIC PROVISION 6142,Franciscus Dulcinus,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_96688,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_698,Arborensis,1622-07-29T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_96688,[],Franciscus Dulcinus
3866,https://g17.dhi-roma.it/resources/event_9947,APOSTOLIC PROVISION 9947,Antonius Reyssange,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_134877,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_587,Tullensis,1678-02-25T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_134877,[],Antonius Reyssange
3867,https://g17.dhi-roma.it/resources/event_17818,APOSTOLIC PROVISION 17818,Iacobus Dassius,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_222290,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_348,Lucionensis,1622-02-26T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Undetermined reason,Unknown reason,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_222290,[],Iacobus Dassius
3868,https://g17.dhi-roma.it/resources/event_20926,APOSTOLIC PROVISION 20926,Monaldus Egidius,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_251784,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_76,Assisiensis,1623-02-07T00:00:00Z,"Admission despite lack of suitability,act of grace,apostolic provision,papal grace",,,,,https://g17.dhi-roma.it/raw/element_251784,[],Monaldus Egidius
3869,https://g17.dhi-roma.it/resources/event_8142,APOSTOLIC PROVISION 8142,Christianus seu Sebastianus Schelen,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_115972,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,1678-07-18T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Parish Church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_115972,[],Christianus seu Sebastianus Schelen
3870,https://g17.dhi-roma.it/resources/event_22143,APOSTOLIC PROVISION 22143,Hieronymi Marco,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_264448,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_560,Terulensis,1678-07-09T00:00:00Z,"act of grace,apostolic provision,papal grace,Administrative reason,Succession,Liturgical office,Curate,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_264448,[],Hieronymi Marco
3871,https://g17.dhi-roma.it/resources/event_18501,APOSTOLIC PROVISION 18501,Jacobus Dany,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_227978,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_348,Lucionensis,1678-01-23T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,chapel and chaplaincy,Liturgical office,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_227978,[],Jacobus Dany
3872,https://g17.dhi-roma.it/resources/event_2745,APOSTOLIC PROVISION 2745,Ioannis Baptista de Tarseins,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_52056,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_404,Narbonensis,1677-11-20T00:00:00Z,"Exchange,Administrative reason,act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",,,,,https://g17.dhi-roma.it/raw/element_52056,[],Ioannis Baptista de Tarseins
3873,https://g17.dhi-roma.it/resources/event_16379,APOSTOLIC PROVISION 16379,Nicolai Denetz,https://g17.dhi-roma.it/raw/label_160,https://g17.dhi-roma.it/raw/element_205559,current possessor,https://g17.dhi-roma.it/resources/type_98,https://g17.dhi-roma.it/resources/institution_487,Remensis,1622-05-04T00:00:00Z,"act of grace,apostolic provision,papal grace,Cancellation of a pension,Pension related types,Order of Saint Benedict,Orders of the monastic tradition",,,,,https://g17.dhi-roma.it/raw/element_205559,[],Nicolai Denetz
3874,https://g17.dhi-roma.it/resources/event_4783,APOSTOLIC PROVISION 4783,Fabii Melposi,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_80831,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_71,Arianensis,1623-01-25T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_80831,[],Fabii Melposi
3875,https://g17.dhi-roma.it/resources/event_12234,APOSTOLIC PROVISION 12234,cognominati Curon,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_170874,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_133,Burdegalensis,1678-04-08T00:00:00Z,"act of grace,apostolic provision,papal grace,Administrative reason,Duty of residence,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_170874,[],cognominati Curon
3876,https://g17.dhi-roma.it/resources/event_9957,APOSTOLIC PROVISION 9957,Ioannes Orleans,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_134992,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_133,Burdegalensis,1678-02-25T00:00:00Z,"act of grace,apostolic provision,papal grace,Administrative reason,Cession,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_134992,[],Ioannes Orleans
3877,https://g17.dhi-roma.it/resources/event_18057,APOSTOLIC PROVISION 18057,Rolandi predicti,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_224070,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_403,Nannetensis,1678-06-18T00:00:00Z,"act of grace,apostolic provision,papal grace,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_224070,[],Rolandi predicti
3878,https://g17.dhi-roma.it/resources/event_13695,APOSTOLIC PROVISION 13695,Joannis Gobet,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_181494,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_709,Noviomensis,1678-06-26T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_181494,[],Joannis Gobet
3879,https://g17.dhi-roma.it/resources/event_18141,APOSTOLIC PROVISION 18141,Leonardi Marchanden,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_224783,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,1678-06-03T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,rectorship of a prior,Liturgical office,Rectorship,Regular canons,Order of Saint Anthony,With care of souls",,,,,https://g17.dhi-roma.it/raw/element_224783,[],Leonardi Marchanden
3880,https://g17.dhi-roma.it/resources/event_19121,APOSTOLIC PROVISION 19121,Jacobus Gutierez de Marme,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_233627,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_324,Legionensis,1622-06-03T00:00:00Z,"act of grace,apostolic provision,papal grace,No resignation,Biographical reasons,Administrative office,Undefined administrative office,Holder of a portion,Holder of a benefice in a church,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_233627,[],Jacobus Gutierez de Marme
3881,https://g17.dhi-roma.it/resources/event_5446,APOSTOLIC PROVISION 5446,Hermannus Capgea,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_88457,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,1622-04-05T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",,,,,https://g17.dhi-roma.it/raw/element_88457,[],Hermannus Capgea
3882,https://g17.dhi-roma.it/resources/event_15422,APOSTOLIC PROVISION 15422,Gabriel Remars,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_196978,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_455,Pictaviensis,1678-07-01T00:00:00Z,"Placing a commenda,act of grace,apostolic provision,papal grace,rectorship of a prior,Liturgical office,Rectorship,Order of Saint Benedict,Orders of the monastic tradition",,,,,https://g17.dhi-roma.it/raw/element_196978,[],Gabriel Remars
3883,https://g17.dhi-roma.it/resources/event_23709,APOSTOLIC PROVISION 23709,Franciscus Maria de Dominis,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_275613,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_460,Placentina provinciae Bononiensis,1623-02-01T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_275613,[],Franciscus Maria de Dominis
3884,https://g17.dhi-roma.it/resources/event_5749,APOSTOLIC PROVISION 5749,Francisci de Toranya Velarda,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_92040,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_1098,nullius diocesis provinciae burgensis,1622-06-11T00:00:00Z,"act of grace,apostolic provision,papal grace,Becoming a surrogate,death of previous holder,Biographical reasons,Holder of prestimony,Undefined administrative office,Administrative office",,,,,https://g17.dhi-roma.it/raw/element_92040,[],Francisci de Toranya Velarda
3885,https://g17.dhi-roma.it/resources/event_22024,APOSTOLIC PROVISION 22024,Emanuel Fernandez de Rocha,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_258652,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_207,Conimbricensis,1678-07-16T00:00:00Z,"act of grace,apostolic provision,papal grace,Renewed pension,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_258652,[],Emanuel Fernandez de Rocha
3886,https://g17.dhi-roma.it/resources/event_5607,APOSTOLIC PROVISION 5607,Mathius Sariga,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_90325,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,1622-05-18T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_90325,[],Mathius Sariga
3887,https://g17.dhi-roma.it/resources/event_7993,APOSTOLIC PROVISION 7993,Unknown former possessor,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_115065,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_605,Valentina,1622-05-09T00:00:00Z,"act of grace,apostolic provision,papal grace,Restoration,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_115065,[],Unknown former possessor
3888,https://g17.dhi-roma.it/resources/event_8090,APOSTOLIC PROVISION 8090,Petri et Agnifilii pariber del Cardinal,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_115875,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_63,Aquilana,1678-04-26T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_115875,[],Petri et Agnifilii pariber del Cardinal
3889,https://g17.dhi-roma.it/resources/event_1152,APOSTOLIC PROVISION 1152,Franciscus Gregorii attento Gomre,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_26676,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,1678-09-20T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Restitution,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_26676,[],Franciscus Gregorii attento Gomre
3890,https://g17.dhi-roma.it/resources/event_18885,APOSTOLIC PROVISION 18885,Alfonsus Monfertis,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_231880,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_166,Cassanensis,1622-05-04T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_231880,[],Alfonsus Monfertis
3891,https://g17.dhi-roma.it/resources/event_22279,APOSTOLIC PROVISION 22279,Raymundi Azlor,https://g17.dhi-roma.it/raw/label_160,https://g17.dhi-roma.it/raw/element_265159,current possessor,https://g17.dhi-roma.it/resources/type_98,https://g17.dhi-roma.it/resources/institution_140,Caesaraugustana,1678-04-25T00:00:00Z,"act of grace,apostolic provision,papal grace,Dean,Liturgical office,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_265159,[],Raymundi Azlor
3892,https://g17.dhi-roma.it/resources/event_25218,APOSTOLIC PROVISION 25218,Iulii Cesaris Anoia,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_292263,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_573,Traguriensis,1622-12-09T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_292263,[],Iulii Cesaris Anoia
3893,https://g17.dhi-roma.it/resources/event_17067,APOSTOLIC PROVISION 17067,Franciscus Loudaier,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_214930,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_85,Aurelianensis,1678-02-25T00:00:00Z,"act of grace,apostolic provision,papal grace,chapel and chaplaincy,Liturgical office",,,,,https://g17.dhi-roma.it/raw/element_214930,[],Franciscus Loudaier
3894,https://g17.dhi-roma.it/resources/event_17338,APOSTOLIC PROVISION 17338,Antonius Vaissiere,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_217783,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_139,Cadurcensis,1678-04-30T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_217783,[],Antonius Vaissiere
