,event_id,person1_id,person2_id,person1_span_text,person2_span_text,extracted_name1,extracted_name2,person1_role,person2_role,ratio_score,diocese_id,diocese_name,type_labels,date,confidence,combined_score,name_frequency,likelihood
9404,https://g17.dhi-roma.it/resources/event_14273,https://g17.dhi-roma.it/raw/element_190311,https://g17.dhi-roma.it/raw/element_190316,Germanus Tholozarii de Lassesquiere,Joannis etiam de Tholozarii de Lassesquieres,Lassesquiere,Lassesquieres,providee,former possessor,0.96,https://g17.dhi-roma.it/resources/institution_386,Mirapicensis,"act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery",1678-06-03,1.0,0.96,99,significant
4926,https://g17.dhi-roma.it/resources/event_1519,https://g17.dhi-roma.it/raw/element_43811,https://g17.dhi-roma.it/raw/element_20246,Joannis etiam Lopez de Ationiveros,Lopez de Atoniveros,Ationiveros,Atoniveros,current possessor,providee,0.9523809523809522,https://g17.dhi-roma.it/resources/institution_176,Cauriensis,"act of grace,apostolic provision,papal grace,Reservation of a pension,Administrative office,Sexton,Defined administrative office,Parish Church,Church institutions",1678-01-12,1.0,0.9523809523809522,107,significant
6024,https://g17.dhi-roma.it/resources/event_1517,https://g17.dhi-roma.it/raw/element_43811,https://g17.dhi-roma.it/raw/element_20245,Joannis etiam Lopez de Ationiveros,Stephani Lopez de Atoniveros,Ationiveros,Atoniveros,current possessor,former possessor,0.9523809523809522,https://g17.dhi-roma.it/resources/institution_176,Cauriensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Sexton,Defined administrative office,Parish Church,Church institutions",1678-01-12,1.0,0.9523809523809522,107,significant
3722,https://g17.dhi-roma.it/resources/event_13691,https://g17.dhi-roma.it/raw/element_181444,https://g17.dhi-roma.it/raw/element_181437,Francisci etiam Bauccheton,Dionisius Baucheton,Bauccheton,Baucheton,former possessor,providee,0.9473684210526316,https://g17.dhi-roma.it/resources/institution_115,Bituricensis,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1678-06-26,1.0,0.9473684210526316,95,significant
3478,https://g17.dhi-roma.it/resources/event_13368,https://g17.dhi-roma.it/raw/element_176433,https://g17.dhi-roma.it/raw/element_176438,Franciscus le Boullenger,Caroli etiam le Boullenge,Boullenger,Boullenge,providee,former possessor,0.9473684210526316,https://g17.dhi-roma.it/resources/institution_241,Eburovicensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-05-15,1.0,0.9473684210526316,115,significant
5931,https://g17.dhi-roma.it/resources/event_14171,https://g17.dhi-roma.it/raw/element_189289,https://g17.dhi-roma.it/raw/element_189296,Alexander de Chamertat,Alexandri etiam de Chambertat,Chamertat,Chambertat,providee,former possessor,0.9473684210526316,https://g17.dhi-roma.it/resources/institution_192,Claromontensis,"act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery,Order of Saint Benedict,Orders of the monastic tradition",1678-05-15,1.0,0.9473684210526316,188,significant
8798,https://g17.dhi-roma.it/resources/event_9979,https://g17.dhi-roma.it/raw/element_135256,https://g17.dhi-roma.it/raw/element_135250,Josephi etiam Soureille,Joannes Soureville,Soureille,Soureville,former possessor,providee,0.9473684210526316,https://g17.dhi-roma.it/resources/institution_90,Auxitana,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1678-03-04,1.0,0.9473684210526316,186,significant
3965,https://g17.dhi-roma.it/resources/event_12299,https://g17.dhi-roma.it/raw/element_171085,https://g17.dhi-roma.it/raw/element_171080,Renati Hiacinthi etiam de Rerminiac,Ludovicus de Reriminiac,Rerminiac,Reriminiac,former possessor,providee,0.9473684210526316,https://g17.dhi-roma.it/resources/institution_620,Venetensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1678-04-08,1.0,0.9473684210526316,81,significant
5281,https://g17.dhi-roma.it/resources/event_1613,https://g17.dhi-roma.it/raw/element_23873,https://g17.dhi-roma.it/raw/element_23877,Fruchiosus Gareis Mosqueras,Dominici etiam Gareia Mosquera,Mosqueras,Mosquera,providee,former possessor,0.9411764705882352,https://g17.dhi-roma.it/resources/institution_203,Compostellana,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office,Parish Church,Church institutions",1678-04-18,1.0,0.9411764705882352,146,significant
13026,https://g17.dhi-roma.it/resources/event_18140,https://g17.dhi-roma.it/raw/element_224769,https://g17.dhi-roma.it/raw/element_224764,Simonis etiam Garrigues,Joannes Antonius Garigues,Garrigues,Garigues,former possessor,providee,0.9411764705882352,https://g17.dhi-roma.it/resources/institution_499,Ruthenensis,"act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery",1678-06-03,1.0,0.9411764705882352,323,significant
12551,https://g17.dhi-roma.it/resources/event_9832,https://g17.dhi-roma.it/raw/element_133596,https://g17.dhi-roma.it/raw/element_133601,Joannes Dommerne,Joannis etiam Dommergne,Dommerne,Dommergne,providee,former possessor,0.9411764705882352,https://g17.dhi-roma.it/resources/institution_81,Aturensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-02-13,1.0,0.9411764705882352,85,significant
175,https://g17.dhi-roma.it/resources/event_25301,https://g17.dhi-roma.it/raw/element_292826,https://g17.dhi-roma.it/raw/element_292832,Bernardinus de Bonettis,Iois Iacobi etiam Bonetti,Bonettis,Bonetti,providee,former possessor,0.9333333333333332,https://g17.dhi-roma.it/resources/institution_129,Brixiensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",,1.0,0.9333333333333332,347,significant
14026,https://g17.dhi-roma.it/resources/event_25384,https://g17.dhi-roma.it/raw/element_293432,https://g17.dhi-roma.it/raw/element_293425,Franci etiam de Besutiis,Petrus de Besutis,Besutiis,Besutis,current possessor,providee,0.9333333333333332,https://g17.dhi-roma.it/resources/institution_129,Brixiensis,"act of grace,apostolic provision,papal grace,Reservation of a pension,rectorship in a parish church,Liturgical office",1622-11-21,1.0,0.9333333333333332,193,significant
12078,https://g17.dhi-roma.it/resources/event_9487,https://g17.dhi-roma.it/raw/element_129730,https://g17.dhi-roma.it/raw/element_129722,Stephani Claudii etiam Laborie,Jacobus Paulius Laborier,Laborie,Laborier,former possessor,providee,0.9333333333333332,https://g17.dhi-roma.it/resources/institution_501,Sagiensis,"Placing a commenda,act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery",1677-12-18,1.0,0.9333333333333332,335,significant
4321,https://g17.dhi-roma.it/resources/event_16024,https://g17.dhi-roma.it/raw/element_202267,https://g17.dhi-roma.it/raw/element_202262,Joannis etiam Vergnis,Geraldus Vergnies,Vergnis,Vergnies,former possessor,providee,0.9333333333333332,https://g17.dhi-roma.it/resources/institution_57,Appamiensis / Appamiarum,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-08-12,1.0,0.9333333333333332,296,significant
6585,https://g17.dhi-roma.it/resources/event_21464,https://g17.dhi-roma.it/raw/element_253546,https://g17.dhi-roma.it/raw/element_253539,Hieronymi etiam de Valcarze,Thomas Gonzalez de Vacarze,Valcarze,Vacarze,former possessor,providee,0.9333333333333332,https://g17.dhi-roma.it/resources/institution_435,Ovetensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1677-10-13,1.0,0.9333333333333332,174,significant
13550,https://g17.dhi-roma.it/resources/event_16810,https://g17.dhi-roma.it/raw/element_212257,https://g17.dhi-roma.it/raw/element_212262,Petrus de Chambonnieres,Petri etiam Charbonnieres,Chambonnieres,Charbonnieres,providee,former possessor,0.923076923076923,https://g17.dhi-roma.it/resources/institution_638,Vivariensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1622-02-25,1.0,0.923076923076923,120,significant
3775,https://g17.dhi-roma.it/resources/event_9567,https://g17.dhi-roma.it/raw/element_130609,https://g17.dhi-roma.it/raw/element_130616,Carolus Prache seu Perache,Petri etiam Prache,Perache,Prache,providee,former possessor,0.923076923076923,https://g17.dhi-roma.it/resources/institution_709,Noviomensis,"act of grace,apostolic provision,papal grace,chapel and chaplaincy,Liturgical office,Church institutions,Chapel",1678-01-08,1.0,0.923076923076923,301,significant
13337,https://g17.dhi-roma.it/resources/event_12754,https://g17.dhi-roma.it/raw/element_173325,https://g17.dhi-roma.it/raw/element_173330,Samson Le Jomble,Michaelis etiam Le Jombler,Jomble,Jombler,providee,former possessor,0.923076923076923,https://g17.dhi-roma.it/resources/institution_181,Cenomanensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-04-23,1.0,0.923076923076923,85,significant
4271,https://g17.dhi-roma.it/resources/event_3274,https://g17.dhi-roma.it/raw/element_60634,https://g17.dhi-roma.it/raw/element_60629,Theodori etiam Damian,Bartholomeus Damiani,Damian,Damiani,former possessor,providee,0.923076923076923,https://g17.dhi-roma.it/resources/institution_356,Marianensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,rectorship in a parish church,Liturgical office",1677-11-06,1.0,0.923076923076923,306,significant
5562,https://g17.dhi-roma.it/resources/event_1543,https://g17.dhi-roma.it/raw/element_20321,https://g17.dhi-roma.it/raw/element_20325,Lucas de Liegros,Joannis etiam de Liegos,Liegros,Liegos,providee,current possessor,0.923076923076923,https://g17.dhi-roma.it/resources/institution_324,Legionensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office,Parish Church,Church institutions",1678-08-24,1.0,0.923076923076923,148,significant
1360,https://g17.dhi-roma.it/resources/event_20520,https://g17.dhi-roma.it/raw/element_248263,https://g17.dhi-roma.it/raw/element_248269,Ignatius de Paulius,Sebastiani etiam de Paulis,Paulius,Paulis,providee,former possessor,0.923076923076923,https://g17.dhi-roma.it/resources/institution_599,Urbis seu Romana,"act of grace,apostolic provision,papal grace,Public resignation,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1622-04-03,1.0,0.923076923076923,566,significant
10082,https://g17.dhi-roma.it/resources/event_9931,https://g17.dhi-roma.it/raw/element_134689,https://g17.dhi-roma.it/raw/element_134700,Petrus Deruope,Petri etiam Derupe,Deruope,Derupe,providee,former possessor,0.923076923076923,https://g17.dhi-roma.it/resources/institution_1089,castrensis provincia bituricensis,"act of grace,apostolic provision,papal grace,Without care of souls,Parish Church,Church institutions",1678-02-20,1.0,0.923076923076923,55,significant
14342,https://g17.dhi-roma.it/resources/event_16811,https://g17.dhi-roma.it/raw/element_212257,https://g17.dhi-roma.it/raw/element_212262,Petrus de Chambonnieres,Petri etiam Charbonnieres,Chambonnieres,Charbonnieres,providee,former possessor,0.923076923076923,https://g17.dhi-roma.it/resources/institution_638,Vivariensis,"act of grace,apostolic provision,papal grace,Public resignation,church,Church institutions,Liturgical office,Curate",1622-02-25,1.0,0.923076923076923,120,significant
9858,https://g17.dhi-roma.it/resources/event_12313,https://g17.dhi-roma.it/raw/element_171116,https://g17.dhi-roma.it/raw/element_171125,Petrus Grayer,Bartholomei etiam Gayer,Grayer,Gayer,providee,former possessor,0.9090909090909091,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,"act of grace,apostolic provision,papal grace,Without care of souls,chapel and chaplaincy,Liturgical office,Order of Saint Benedict,Orders of the monastic tradition,Church in a monastery,Monastic institutions",1678-04-08,1.0,0.9090909090909091,278,significant
9327,https://g17.dhi-roma.it/resources/event_2200,https://g17.dhi-roma.it/raw/element_20743,https://g17.dhi-roma.it/raw/element_20750,Franciscus Sergio,Fabii etiam Sergi,Sergio,Sergi,providee,former possessor,0.9090909090909091,https://g17.dhi-roma.it/resources/institution_379,Miletensis,"act of grace,apostolic provision,papal grace,Public resignation",1678-08-27,1.0,0.9090909090909091,198,significant
10906,https://g17.dhi-roma.it/resources/event_14861,https://g17.dhi-roma.it/raw/element_193110,https://g17.dhi-roma.it/raw/element_193117,David Steve,Caroli etiam Esteve,Steve,Esteve,providee,former possessor,0.9090909090909091,https://g17.dhi-roma.it/resources/institution_453,Petrocoricensis,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1678-06-25,1.0,0.9090909090909091,90,significant
6164,https://g17.dhi-roma.it/resources/event_9760,https://g17.dhi-roma.it/raw/element_132748,https://g17.dhi-roma.it/raw/element_132753,Petrus Foyer,Andrea etiam Froyer,Foyer,Froyer,providee,former possessor,0.9090909090909091,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-02-06,1.0,0.9090909090909091,212,significant
5616,https://g17.dhi-roma.it/resources/event_8415,https://g17.dhi-roma.it/raw/element_119007,https://g17.dhi-roma.it/raw/element_119001,Claudii etiam Desuarennel,Hieronimus Desuarennes,Desuarennel,Desuarennes,former possessor,providee,0.9090909090909091,https://g17.dhi-roma.it/resources/institution_138,Cabilonensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1677-11-07,1.0,0.9090909090909091,46,significant
3325,https://g17.dhi-roma.it/resources/event_21924,https://g17.dhi-roma.it/raw/element_259440,https://g17.dhi-roma.it/raw/element_259446,Franciscus Lliao,Antonii etiam Lliaco,Lliao,Lliaco,providee,former possessor,0.9090909090909091,https://g17.dhi-roma.it/resources/institution_125,Bracharensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office,Office in a monastery,Head of an abbey",1622-09-23,1.0,0.9090909090909091,261,significant
4896,https://g17.dhi-roma.it/resources/event_2199,https://g17.dhi-roma.it/raw/element_20750,https://g17.dhi-roma.it/raw/element_20743,Fabii etiam Sergi,Franciscus Sergio,Sergi,Sergio,former possessor,providee,0.9090909090909091,https://g17.dhi-roma.it/resources/institution_379,Miletensis,"act of grace,apostolic provision,papal grace,Public resignation",1678-08-27,1.0,0.9090909090909091,315,significant
14027,https://g17.dhi-roma.it/resources/event_12180,https://g17.dhi-roma.it/raw/element_170517,https://g17.dhi-roma.it/raw/element_170512,Francisci etiam de Haly,Nicolaus de Hally,Haly,Hally,former possessor,providee,0.8888888888888888,https://g17.dhi-roma.it/resources/institution_1089,castrensis provincia bituricensis,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1678-04-02,1.0,0.8888888888888888,120,significant
3441,https://g17.dhi-roma.it/resources/event_13499,https://g17.dhi-roma.it/raw/element_180608,https://g17.dhi-roma.it/raw/element_180601,Arnaldi etiam de Salbenave,Franciscus de Sallenave,Salbenave,Sallenave,former possessor,providee,0.8888888888888888,https://g17.dhi-roma.it/resources/institution_94,Baiocensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1678-05-20,1.0,0.8888888888888888,91,significant
12689,https://g17.dhi-roma.it/resources/event_22407,https://g17.dhi-roma.it/raw/element_266093,https://g17.dhi-roma.it/raw/element_266085,Sebastiani etiam Villanis,Carolus Franciscus Villanus,Villanis,Villanus,current possessor,providee,0.875,https://g17.dhi-roma.it/resources/institution_668,Vercellensis,"act of grace,apostolic provision,papal grace,Assignment,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1677-12-24,1.0,0.875,370,significant
2970,https://g17.dhi-roma.it/resources/event_8180,https://g17.dhi-roma.it/raw/element_116308,https://g17.dhi-roma.it/raw/element_116296,Thomas etiam Clocquet,Joannes Clacquet,Clocquet,Clacquet,former possessor,providee,0.875,https://g17.dhi-roma.it/resources/institution_172,Catalaunensis,"act of grace,apostolic provision,papal grace,Public resignation,Without care of souls,chapel and chaplaincy,Liturgical office,Parish Church,Church institutions",1677-10-16,1.0,0.875,161,significant
10826,https://g17.dhi-roma.it/resources/event_21429,https://g17.dhi-roma.it/raw/element_255873,https://g17.dhi-roma.it/raw/element_255866,Leonardi etiam de la Fonteine,Eustachius ants. De la Fontaine,Fonteine,Fontaine,former possessor,providee,0.875,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,"act of grace,apostolic provision,papal grace,Administrative reason,cession,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1678-05-06,1.0,0.875,224,significant
4472,https://g17.dhi-roma.it/resources/event_13202,https://g17.dhi-roma.it/raw/element_174704,https://g17.dhi-roma.it/raw/element_174710,Guillelmus Sosbourg,Jacobi etiam Sisbourg,Sosbourg,Sisbourg,providee,former possessor,0.875,https://g17.dhi-roma.it/resources/institution_620,Venetensis,"act of grace,apostolic provision,papal grace,Public resignation,church,Church institutions,Treasurer,Administrative office,Defined administrative office",1678-05-08,1.0,0.875,27,significant
10683,https://g17.dhi-roma.it/resources/event_8179,https://g17.dhi-roma.it/raw/element_116296,https://g17.dhi-roma.it/raw/element_116308,Joannes Clacquet,Thomas etiam Clocquet,Clacquet,Clocquet,providee,former possessor,0.875,https://g17.dhi-roma.it/resources/institution_172,Catalaunensis,"act of grace,apostolic provision,papal grace,Public resignation,Without care of souls,chapel and chaplaincy,Liturgical office,Church institutions,Major church",1677-10-16,1.0,0.875,171,significant
11565,https://g17.dhi-roma.it/resources/event_22359,https://g17.dhi-roma.it/raw/element_265906,https://g17.dhi-roma.it/raw/element_265914,Laurentius Tritonius,Joannis etiam Tritoni,Tritonius,Tritoni,providee,current possessor,0.875,https://g17.dhi-roma.it/resources/institution_421,Novariensis,"act of grace,apostolic provision,papal grace,Assignment,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1678-01-26,1.0,0.875,411,significant
6607,https://g17.dhi-roma.it/resources/event_13201,https://g17.dhi-roma.it/raw/element_174704,https://g17.dhi-roma.it/raw/element_174710,Guillelmus Sosbourg,Jacobi etiam Sisbourg,Sosbourg,Sisbourg,providee,former possessor,0.875,https://g17.dhi-roma.it/resources/institution_620,Venetensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1678-05-08,1.0,0.875,27,significant
14248,https://g17.dhi-roma.it/resources/event_20695,https://g17.dhi-roma.it/raw/element_249720,https://g17.dhi-roma.it/raw/element_249714,Joannis Antonii etiam Cannobi,Philippus Antonius Cannobius,Cannobi,Cannobius,former possessor,providee,0.875,https://g17.dhi-roma.it/resources/institution_369,Mediolanensis,"act of grace,apostolic provision,papal grace,Voluntary resignation,Parish Church,Church institutions",1678-01-24,1.0,0.875,142,significant
9881,https://g17.dhi-roma.it/resources/event_25107,https://g17.dhi-roma.it/raw/element_291404,https://g17.dhi-roma.it/raw/element_291411,Iulius Cesar Vicecomies,Horatii etiam Vicecomitis,Vicecomies,Vicecomitis,providee,current possessor,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_369,Mediolanensis,"act of grace,apostolic provision,papal grace,Reservation of a pension,rectorship in a parish church,Liturgical office",1622-09-13,1.0,0.8571428571428572,73,significant
4714,https://g17.dhi-roma.it/resources/event_17591,https://g17.dhi-roma.it/raw/element_220163,https://g17.dhi-roma.it/raw/element_220157,Caroli etiam Dalbouz,Guillielmus Dalbouy,Dalbouz,Dalbouy,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_570,Tolosana,"act of grace,apostolic provision,papal grace,Church institutions,Collegiate church,Precentor,Liturgical office",1678-07-08,1.0,0.8571428571428572,91,significant
8377,https://g17.dhi-roma.it/resources/event_21660,https://g17.dhi-roma.it/raw/element_73327,https://g17.dhi-roma.it/raw/element_73335,Nicoalus Margariteau,Renati etiam Margarithe,Margariteau,Margarithe,providee,former possessor,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"act of grace,apostolic provision,papal grace,chapel and chaplaincy,Liturgical office,Church institutions,Collegiate church",1678-01-15,1.0,0.8571428571428572,170,significant
10341,https://g17.dhi-roma.it/resources/event_21661,https://g17.dhi-roma.it/raw/element_73327,https://g17.dhi-roma.it/raw/element_73335,Nicoalus Margariteau,Renati etiam Margarithe,Margariteau,Margarithe,providee,former possessor,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"Placing a commenda,act of grace,apostolic provision,papal grace,Order of Saint Benedict,Orders of the monastic tradition",1678-01-15,1.0,0.8571428571428572,170,significant
11440,https://g17.dhi-roma.it/resources/event_17730,https://g17.dhi-roma.it/raw/element_221531,https://g17.dhi-roma.it/raw/element_221524,Joannis etiam Rouchin,Antonius Rauchin,Rouchin,Rauchin,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_381,Mimatensis,"act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery",1678-08-04,1.0,0.8571428571428572,259,significant
5474,https://g17.dhi-roma.it/resources/event_14867,https://g17.dhi-roma.it/raw/element_193163,https://g17.dhi-roma.it/raw/element_193158,Nicolai etiam Dumazeau seu de Mazeau,Franciscus Dumazeau,Mazeau,Dumazeau,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_453,Petrocoricensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-06-25,1.0,0.8571428571428572,268,significant
8389,https://g17.dhi-roma.it/resources/event_17043,https://g17.dhi-roma.it/raw/element_214717,https://g17.dhi-roma.it/raw/element_214711,Henrici etiam Leberge,Petrus Liberge,Leberge,Liberge,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_332,Lexoviensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-02-20,1.0,0.8571428571428572,161,significant
4905,https://g17.dhi-roma.it/resources/event_13492,https://g17.dhi-roma.it/raw/element_180529,https://g17.dhi-roma.it/raw/element_180524,Claudii etiam Premond,Antonius Bremond,Premond,Bremond,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_235,Diensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1678-05-20,1.0,0.8571428571428572,144,significant
5662,https://g17.dhi-roma.it/resources/event_18147,https://g17.dhi-roma.it/raw/element_224847,https://g17.dhi-roma.it/raw/element_224839,cognominati Audomarci etiam de Champin,Nicolaus de Chaupin,Champin,Chaupin,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_532,Senonensis,"Placing a commenda,act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery,With care of souls",1678-06-03,1.0,0.8571428571428572,232,significant
7857,https://g17.dhi-roma.it/resources/event_16806,https://g17.dhi-roma.it/raw/element_212226,https://g17.dhi-roma.it/raw/element_212231,Baptiste Barcillonus,Iacobi etiam Barcilloni,Barcillonus,Barcilloni,providee,former possessor,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_620,Venetensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1622-02-25,1.0,0.8571428571428572,469,significant
1930,https://g17.dhi-roma.it/resources/event_16804,https://g17.dhi-roma.it/raw/element_212217,https://g17.dhi-roma.it/raw/element_212210,Baptiste etiam Barcilloni,Iacobus Barcillonus,Barcilloni,Barcillonus,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_620,Venetensis,"Exchange,Administrative reason,act of grace,apostolic provision,papal grace,church,Church institutions,Administrative office,Holder of a canonship,Defined administrative office,Canonship",1622-02-25,1.0,0.8571428571428572,284,significant
128,https://g17.dhi-roma.it/resources/event_10796,https://g17.dhi-roma.it/raw/element_152545,https://g17.dhi-roma.it/raw/element_152553,Franciscus de Salagnar de la Mothe Feneloy junior,Francisci etiam de Salagnar de la Mothe Fenelon,Feneloy,Fenelon,providee,former possessor,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_139,Cadurcensis,"Placing a commenda,act of grace,apostolic provision,papal grace",1678-04-02,1.0,0.8571428571428572,37,significant
2058,https://g17.dhi-roma.it/resources/event_16807,https://g17.dhi-roma.it/raw/element_212231,https://g17.dhi-roma.it/raw/element_212226,Iacobi etiam Barcilloni,Baptiste Barcillonus,Barcilloni,Barcillonus,former possessor,providee,0.8571428571428572,https://g17.dhi-roma.it/resources/institution_620,Venetensis,"act of grace,apostolic provision,papal grace,Public resignation,church,Church institutions,Archdeacon,Liturgical office",1622-02-25,1.0,0.8571428571428572,284,significant
9700,https://g17.dhi-roma.it/resources/event_23952,https://g17.dhi-roma.it/raw/element_277412,https://g17.dhi-roma.it/raw/element_277420,Hieronimus Garzadorus,Magistri Octaviani etiam Garzadori,Garzadorus,Garzadori,providee,former possessor,0.8421052631578947,https://g17.dhi-roma.it/resources/institution_694,Patavina,"act of grace,apostolic provision,papal grace,Public resignation,Without care of souls,Administrative office,Undefined administrative office,Holder of a benefice in a church,Holder of a benefice",1622-12-22,1.0,0.8421052631578947,123,significant
3935,https://g17.dhi-roma.it/resources/event_23609,https://g17.dhi-roma.it/raw/element_274919,https://g17.dhi-roma.it/raw/element_274916,Barberis etiam Spadensii,Hieronimus Spadensius,Spadensii,Spadensius,former possessor,providee,0.8421052631578947,https://g17.dhi-roma.it/resources/institution_687,Tudertin,"RESIGNATION,act of grace,apostolic provision,papal grace,Without care of souls",1622-11-26,1.0,0.8421052631578947,163,significant
9887,https://g17.dhi-roma.it/resources/event_23520,https://g17.dhi-roma.it/raw/element_274242,https://g17.dhi-roma.it/raw/element_274234,Camilli etiam Pauluccii,Carolus Pauluccius,Pauluccii,Pauluccius,current possessor,providee,0.8421052631578947,https://g17.dhi-roma.it/resources/institution_264,Foroliviensis,"act of grace,apostolic provision,papal grace,Reservation of a pension,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1623-01-25,1.0,0.8421052631578947,155,significant
3915,https://g17.dhi-roma.it/resources/event_23523,https://g17.dhi-roma.it/raw/element_274256,https://g17.dhi-roma.it/raw/element_274262,Mutius Bazacchius,Dominici etiam Bazacchii,Bazacchius,Bazacchii,providee,current possessor,0.8421052631578947,https://g17.dhi-roma.it/resources/institution_89,Auximana,"act of grace,apostolic provision,papal grace,Reservation of a pension,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1623-01-21,1.0,0.8421052631578947,172,significant
12526,https://g17.dhi-roma.it/resources/event_25490,https://g17.dhi-roma.it/raw/element_294443,https://g17.dhi-roma.it/raw/element_294449,Faustius de Asfundillo Iunior,Faustini de Astudillo,Asfundillo,Astudillo,providee,former possessor,0.8421052631578947,https://g17.dhi-roma.it/resources/institution_134,Burgensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1622-12-05,1.0,0.8421052631578947,43,significant
4322,https://g17.dhi-roma.it/resources/event_23951,https://g17.dhi-roma.it/raw/element_277412,https://g17.dhi-roma.it/raw/element_277420,Hieronimus Garzadorus,Magistri Octaviani etiam Garzadori,Garzadorus,Garzadori,providee,former possessor,0.8421052631578947,https://g17.dhi-roma.it/resources/institution_556,Tarvisina,"act of grace,apostolic provision,papal grace,Public resignation,Without care of souls,Administrative office,Undefined administrative office,Holder of a benefice in a church,Holder of a benefice",1622-12-22,1.0,0.8421052631578947,123,significant
9466,https://g17.dhi-roma.it/resources/event_23521,https://g17.dhi-roma.it/raw/element_274242,https://g17.dhi-roma.it/raw/element_274234,Camilli etiam Pauluccii,Carolus Pauluccius,Pauluccii,Pauluccius,current possessor,providee,0.8421052631578947,https://g17.dhi-roma.it/resources/institution_264,Foroliviensis,"act of grace,apostolic provision,papal grace,Reservation of a pension,church,Church institutions",1623-01-25,1.0,0.8421052631578947,155,significant
