,event_id,person1_id,person2_id,person1_span_text,person2_span_text,extracted_name1,extracted_name2,person1_role,person2_role,ratio_score,diocese_id,diocese_name,type_labels,date,confidence,combined_score,name_frequency,likelihood
3785,https://g17.dhi-roma.it/resources/event_7587,,,Ioannes Espinosa,Gabrielis Rodriguez de Arnauso extra de Novembris 1620 defuncti seu Alphonsi Gonzalez,Espinosa,Gonzalez,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_86,Auriensis,"apostolic provision,papal grace,death of previous holder,Rectorship",,0.5,0.0,70,typical
3754,https://g17.dhi-roma.it/resources/event_8852,,,Petrus Janel,Joannis Beuvrand,Janel,Beuvrand,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_138,Cabilonensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Pastor",1677-12-05,0.5,0.0,146,typical
3763,https://g17.dhi-roma.it/resources/event_3944,,,Ioannis Ricatz,Mathius Busquez,Ricatz,Busquez,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_600,Urgellensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1622-05-04,0.5,0.0,81,typical
3762,https://g17.dhi-roma.it/resources/event_5293,,,Godefedi Fabricii,Heribernis de Iangh,Fabricii,Iangh,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_540,Spirensis,"apostolic provision,papal grace,death of previous holder,Pastor,church",,0.5,0.0,83,typical
3761,https://g17.dhi-roma.it/resources/event_4212,,,Antony Dandrieu,Tristanus Fanon,Dandrieu,Fanon,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_495,Rothomagensis,"apostolic provision,papal grace,Rectorship",1678-01-23,0.5,0.0,116,typical
3760,https://g17.dhi-roma.it/resources/event_6249,,,Gregorii Sedo,Michael Rudilla,Sedo,Rudilla,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_560,Terulensis,"apostolic provision,papal grace,death of previous holder,Curate,Parish Church,church",1622-08-17,0.5,0.0,48,typical
3759,https://g17.dhi-roma.it/resources/event_6471,,,Iulius Saracenus,Ioannis Malabarba,Saracenus,Malabarba,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_630,Vicentina,"apostolic provision,papal grace,death of previous holder,Holder of a benefice,Holder of a clerical benefice",1622-09-05,0.5,0.0,212,typical
7093,https://g17.dhi-roma.it/resources/event_110,,,Francisci Vestini,Crescentius Saccardus,Vestini,Saccardus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_450,Pennensis,"apostolic provision,papal grace,death of previous holder,Without care of souls",1622-10-17,0.5,0.0,169,typical
3757,https://g17.dhi-roma.it/resources/event_6875,,,Jacobi Rapin,Joannes Borel,Rapin,Borel,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_365,Maurianensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church",1678-04-26,0.5,0.0,174,typical
3756,https://g17.dhi-roma.it/resources/event_7991,,,Celidonii Decembris,Sebastianus Capulatius,Decembris,Capulatius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_436,Oxonensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church",1622-05-27,0.5,0.0,23,typical
3755,https://g17.dhi-roma.it/resources/event_3918,,,Andrea Ferdinandi Serrano,Franciscus Andreas,Serrano,Andreas,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_298,Illerdensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-07-15,0.5,0.0,188,typical
3753,https://g17.dhi-roma.it/resources/event_5232,,,Horatius Vulpicella,Franciscus de Nesta,Vulpicella,Nesta,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_373,Melphitensis,"apostolic provision,papal grace,death of previous holder,Archpriest,church",1622-02-16,0.5,0.0,46,typical
7092,https://g17.dhi-roma.it/resources/event_7003,,,Jois Baptistae Appiani,Joannesangelus Maurus,Appiani,Maurus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_369,Mediolanensis,"apostolic provision,papal grace,Referral to a higher authority,death of previous holder,Pastor",1678-05-27,0.5,0.0,135,typical
3752,https://g17.dhi-roma.it/resources/event_7478,,,Sebastianus Ravault,Petri Marlin,Ravault,Marlin,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_532,Senonensis,"apostolic provision,papal grace,death of previous holder",1678-08-12,0.5,0.0,86,typical
7094,https://g17.dhi-roma.it/resources/event_4392,,,Christophorus Caetanus,Christophori Vegli,Caetanus,Vegli,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_48,Anagnina,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church,Holder of a benefice,Holder of a clerical benefice",1622-05-05,0.5,0.0,345,typical
3751,https://g17.dhi-roma.it/resources/event_8194,,,Jois Quinsard,Jois Montit,Quinsard,Montit,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_381,Mimatensis,"apostolic provision,papal grace,church,Holder of a benefice",1677-10-16,0.5,0.0,46,typical
3750,https://g17.dhi-roma.it/resources/event_8012,,,ultimi possessoris,Renatus dela Hilaire,Possessoris,Hilaire,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_570,Tolosana,"apostolic provision,papal grace,death of previous holder,Chapel,Holder of a benefice",1678-01-08,0.5,0.0,678,typical
3749,https://g17.dhi-roma.it/resources/event_526,,,Joannes Baptistae Florinus,Marcianulii de Mimmo,Florinus,Mimmo,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_316,Larinensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,church,Holder of a benefice in a church",1622-09-12,0.5,0.0,241,typical
7095,https://g17.dhi-roma.it/resources/event_5521,,,Illephansi Ortegha,Ioannes Saeuz Fortamel,Ortegha,Fortamel,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_134,Burgensis,"apostolic provision,papal grace,death of previous holder,Pastor,church",1622-04-15,0.5,0.0,47,typical
3747,https://g17.dhi-roma.it/resources/event_1908,,,Joannis Iacobi etiam Sicard Pensionarii,Joannes de Reboul,Pensionarii,Reboul,current possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_499,Ruthenensis,"apostolic provision,papal grace,Reduction of a pension,Rectorship,Parish Church,church",1678-03-21,1.0,0.0,105,typical
3746,https://g17.dhi-roma.it/resources/event_5855,,,Orfanius de Torefacis,Federici Battaleoni,Torefacis,Battaleoni,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_355,Mantuana,"apostolic provision,papal grace,death of previous holder,Archpriest,Rectorship",1622-06-18,0.5,0.0,43,typical
3745,https://g17.dhi-roma.it/resources/event_162,,,Antonius Merola,Luca Antonii Cesarelli,Merola,Cesarelli,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_419,Nolana,"Resignation,apostolic provision,papal grace,Holder of a benefice",1678-08-18,0.5,0.0,218,typical
3764,https://g17.dhi-roma.it/resources/event_7005,,,Augustinus Bueno,Hiacinthi Balearce,Bueno,Balearce,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_608,Vallisolitana,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-06-08,0.5,0.0,124,typical
3765,https://g17.dhi-roma.it/resources/event_8027,,,providee not mentioned,Audone le Feburi de Lezeau,Mentioned,Lezeau,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_532,Senonensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior,Order of Saint Benedict",,0.5,0.0,68,typical
3784,https://g17.dhi-roma.it/resources/event_2467,,,Dominici Sabrine,Marcus Antonius Mannarinus,Sabrine,Mannarinus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_174,Cathacensis,"apostolic provision,papal grace,death of previous holder,church,Treasurer",1622-11-15,0.5,0.0,255,typical
3776,https://g17.dhi-roma.it/resources/event_3200,,,Albanus Feragallus,Joannis Baptistae Bonali,Feragallus,Bonali,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_223,Cremonensis,"apostolic provision,papal grace,death of previous holder,church,Canonship,Canonship and prebend,Holder of a benefice",1622-11-03,0.5,0.0,76,typical
3783,https://g17.dhi-roma.it/resources/event_1388,,,Benedicti Soldini,Lauretus Victorius,Soldini,Victorius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_262,Florentina,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Pastor,church",1622-08-20,0.5,0.0,131,typical
3782,https://g17.dhi-roma.it/resources/event_9027,,,Jois de Vaucepe,Joannes Chotard,Vaucepe,Chotard,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"apostolic provision,papal grace",1677-12-12,0.5,0.0,16,typical
3781,https://g17.dhi-roma.it/resources/event_2293,,,Benedictus Margarius,Joannis Einardi,Margarius,Einardi,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_308,Januensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,church,Holder of a benefice",1622-11-13,0.5,0.0,269,typical
3780,https://g17.dhi-roma.it/resources/event_6900,,,Joannes Everardo Cardinali Nidhardo,Sebastiani de Morjebos,Nidhardo,Morjebos,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_134,Burgensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,church,Archdeacon",1678-05-23,0.5,0.0,23,typical
7089,https://g17.dhi-roma.it/resources/event_189,,,Joannis Episcopi Bergomen,Andromicus Spinellus,Bergomen,Spinellus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_625,Veronensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,church,Holder of a benefice in a church",1622-11-28,0.5,0.0,67,typical
7090,https://g17.dhi-roma.it/resources/event_6950,,,Franciscus Battagliese,Vicentii de Amato,Battagliese,Amato,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_156,Caputaquensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Rectorship",1678-05-24,0.5,0.0,47,typical
3779,https://g17.dhi-roma.it/resources/event_4989,,,ultimi possessoris,Josephus de Lestranger,Possessoris,Lestranger,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior,Order of Saint Anthony",1677-12-12,0.5,0.0,678,typical
3778,https://g17.dhi-roma.it/resources/event_6519,,,Mathurini Pommerays,Raymundus des Favres de Marseilhas,Pommerays,Marseilhas,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_348,Lucionensis,"apostolic provision,papal grace,death of previous holder,Prior,Order of Saint Anthony",1678-06-18,0.5,0.0,24,typical
3777,https://g17.dhi-roma.it/resources/event_6567,,,Joannes Gaceau,cognominati de la Baume de Plauirel,Gaceau,Plauirel,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_285,Gratianopolitana,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior",,0.5,0.0,77,typical
3775,https://g17.dhi-roma.it/resources/event_7043,,,Francisci Antonii Contra Factis,Joannes Antonius,Factis,Antonius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_63,Aquilana,"apostolic provision,papal grace,Referral to a higher authority,death of previous holder,Canonship and prebend,Holder of a benefice",1678-06-21,0.5,0.0,164,typical
3766,https://g17.dhi-roma.it/resources/event_8101,,,Vichrii Cherubini,Gregorius Lupachinus,Cherubini,Lupachinus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_74,Asculana,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Canonship and prebend,Parish Church,church,Holder of a benefice",1678-03-13,0.5,0.0,74,typical
3774,https://g17.dhi-roma.it/resources/event_2143,https://g17.dhi-roma.it/resources/person_51,https://g17.dhi-roma.it/resources/person_42,Ferdinandus Antonius del Rosal,Bartholomei de Leon,del Rosal,De Leon,providee,current possessor,0.0,https://g17.dhi-roma.it/resources/institution_215,Cordubensis,"apostolic provision,papal grace,Cancellation of a pension,church,Treasurer",1678-05-20,0.7,0.0,19,typical
3773,https://g17.dhi-roma.it/resources/event_444,,,Honesti le Grand,Ludovicus Hayot,Grand,Hayot,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_160,Carnotensis,"apostolic provision,papal grace,Prior,Priory,With care of souls",1677-10-13,0.5,0.0,257,typical
3772,https://g17.dhi-roma.it/resources/event_607,,,Guillelmo Scalino,Ascanii Tori,Scalino,Tori,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_599,Urbis seu Romana,"deceased in Rome,apostolic provision,papal grace,Motu proprio,death of previous holder,St. Peter's Basilica,Curate",1622-09-12,0.5,0.0,215,typical
3771,https://g17.dhi-roma.it/resources/event_1245,https://g17.dhi-roma.it/resources/person_38,,Dominici Stravalli,Dionisius Fasi,Stravallus,Fasi,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_625,Veronensis,"apostolic provision,papal grace,Succession,Archpriest,Parish Church,church",1678-09-13,0.5,0.0,89,typical
3770,https://g17.dhi-roma.it/resources/event_698,,,Thoma de Marilla,Franciscus Cabaeo,Marilla,Cabaeo,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_313,Lamacensis,"Resignation,apostolic provision,papal grace,Rectorship,Parish Church,church",1678-06-14,0.5,0.0,311,typical
3769,https://g17.dhi-roma.it/resources/event_6081,,,Ridolfi Severoli,Alphonsus Naldius,Severoli,Naldius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_254,Faventina,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church",1622-07-21,0.5,0.0,40,typical
3768,https://g17.dhi-roma.it/resources/event_666,,,Hieronimi Recomui,Donatus Marsupnerus,Recomui,Marsupnerus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_69,Aretina,"apostolic provision,papal grace,death of previous holder,Without care of souls",1622-10-01,0.5,0.0,37,typical
3767,https://g17.dhi-roma.it/resources/event_8382,,,Petri Coudon,Joes Azema,Coudon,Azema,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_404,Narbonensis,"apostolic provision,papal grace",1677-11-07,0.5,0.0,90,typical
7091,https://g17.dhi-roma.it/resources/event_9081,,,Ludovici Ruller,Anulphus Anoul,Ruller,Anoul,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_497,Rupellensis,"apostolic provision,papal grace,death of previous holder",,0.5,0.0,112,typical
3831,https://g17.dhi-roma.it/resources/event_6047,,,Bartholomei Bellio,Fulcherius Spelaimbergus,Bellio,Spelaimbergus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_64,Aquilegiensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church",1622-06-25,0.5,0.0,156,typical
3832,https://g17.dhi-roma.it/resources/event_7394,,,ultimi possessoris,Nicolaus Robard,Possessoris,Robard,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_495,Rothomagensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-08-04,0.5,0.0,678,typical
3833,https://g17.dhi-roma.it/resources/event_2503,,,Bartholi Fontana,Lucas Petrocca,Fontana,Petrocca,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_174,Cathacensis,"apostolic provision,papal grace,death of previous holder,Rectorship,Parish Church,church",1622-12-22,0.5,0.0,105,typical
7075,https://g17.dhi-roma.it/resources/event_4987,,,Petrus dela Chaumette,ultimi possessoris,Chaumette,Possessoris,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,"apostolic provision,papal grace,death of previous holder,Rectorship,Chapel",1677-12-12,0.5,0.0,48,typical
3897,https://g17.dhi-roma.it/resources/event_6711,,,Mattheus Michaelinus,ultimi possoris,Michaelinus,Possoris,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_350,Lunensarzanen,"apostolic provision,papal grace,death of previous holder,Holder of a benefice",,0.5,0.0,253,typical
3896,https://g17.dhi-roma.it/resources/event_1680,,,Arnaldus Carrener,Simonis Junca,Carrener,Junca,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_552,Tarbiensis,"apostolic provision,papal grace,Rectorship,Parish Church,church",1677-10-08,0.5,0.0,159,typical
3895,https://g17.dhi-roma.it/resources/event_9353,,,ultimi possessoris,Petrus le Boistel,Possessoris,Boistel,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_455,Pictaviensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior",1678-01-23,0.5,0.0,678,typical
3894,https://g17.dhi-roma.it/resources/event_519,,,Guidobaldi Tandini,Marius Savallius,Tandini,Savallius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_598,Urbinatensis,"apostolic provision,papal grace,death of previous holder,Rectorship,Parish Church,church",1622-10-01,0.5,0.0,190,typical
3893,https://g17.dhi-roma.it/resources/event_7098,,,Marius Liberas,Vicentii Colonia,Liberas,Colonia,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_723,Melevitana,"apostolic provision,papal grace,death of previous holder,Holder of a benefice",,0.5,0.0,176,typical
3892,https://g17.dhi-roma.it/resources/event_5655,,,Rosati Rogati,Hieronimus Domincus,Rogati,Domincus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_58,Teramensis seu Apruntina,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Without care of souls,Abbot",,0.5,0.0,126,typical
7074,https://g17.dhi-roma.it/resources/event_4893,,,Honesti Le Grand,Ludovicus Hayot,Grand,Hayot,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_160,Carnotensis,"apostolic provision,papal grace,death of previous holder,Prior,Priory,With care of souls",1677-10-30,0.5,0.0,257,typical
3890,https://g17.dhi-roma.it/resources/event_5847,,,Bonhonnus de Sanchio,Bernardi de Carozolis,Sanchio,Carozolis,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_693,pergamen,"apostolic provision,papal grace,death of previous holder,Rectorship",1622-06-17,0.5,0.0,145,typical
3889,https://g17.dhi-roma.it/resources/event_8890,,,Unknown former possessor,Leonardus Desuergnes,Possessor,Desuergnes,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_1086,andegavensis seu cenomanensis aut pictavensis,"apostolic provision,papal grace",1677-12-12,0.5,0.0,672,typical
3888,https://g17.dhi-roma.it/resources/event_7009,,,Vincentii Guazzetti,Vicentius Hiacynthus de Lazzanis,Guazzetti,Lazzanis,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_184,Casenatensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-06-10,0.5,0.0,20,typical
7073,https://g17.dhi-roma.it/resources/event_6262,,,Franciscus Perez de Molina,Francisci de Goraia,Molina,Goraia,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_134,Burgensis,"apostolic provision,papal grace,death of previous holder,Prior,church,Collegiate church",1622-08-19,0.5,0.0,224,typical
3887,https://g17.dhi-roma.it/resources/event_6628,,,Jacobus le Loup Pavillon,Gervasii Giraud,Pavillon,Giraud,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_160,Carnotensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-05-20,0.5,0.0,102,typical
7076,https://g17.dhi-roma.it/resources/event_7771,,,Bartholomeus Daza,Didari de Scalaute,Daza,Scalaute,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_529,Seguntin,"apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-05-19,0.5,0.0,63,typical
3886,https://g17.dhi-roma.it/resources/event_1715,,,Joannes Gonsalius,Ferdinandi de Magalhais,Gonsalius,Magalhais,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_125,Bracharensis,"apostolic provision,papal grace,Rectorship,Parish Church,church",1677-10-09,0.5,0.0,211,typical
3885,https://g17.dhi-roma.it/resources/event_2653,,,Danielis Deneux,Petrus Verier,Deneux,Verier,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_589,Turonensis,"apostolic provision,papal grace,Without care of souls,Pastor,church",1678-07-29,0.5,0.0,41,typical
3884,https://g17.dhi-roma.it/resources/event_6148,,,Michaelis Angeli cardinalis Nazareni,Bernardinus Castellanus,Nazareni,Castellanus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_1018,Casalensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church,Collegiate church,Canonship,Canonship and prebend,Holder of a benefice",,0.5,0.0,43,typical
3883,https://g17.dhi-roma.it/resources/event_6540,,,ultimi possessoris,Stephanus de Gassion,Possessoris,Gassion,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_317,Lascurensis,"apostolic provision,papal grace,death of previous holder,Rectorship",,0.5,0.0,678,typical
3882,https://g17.dhi-roma.it/resources/event_5130,,,Ludovicus Bruel,Joannis Agan,Bruel,Agan,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_491,Rivensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior",,0.5,0.0,188,typical
3881,https://g17.dhi-roma.it/resources/event_7388,,,Guillelmus Chaillou,Mathurini Raymond,Chaillou,Raymond,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_181,Cenomanensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-07-31,0.5,0.0,112,typical
3880,https://g17.dhi-roma.it/resources/event_3975,,,Ioannes Codina,Monserrali Serra,Codina,Serra,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_629,Vicensis,"apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-03-01,0.5,0.0,156,typical
3898,https://g17.dhi-roma.it/resources/event_6626,,,ultimi illius possessoris,Antonius Mogo,Possessoris,Mogo,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_404,Narbonensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-05-20,0.5,0.0,678,typical
3899,https://g17.dhi-roma.it/resources/event_1676,,,Francicsi Guerard,Joannes Bermont,Guerard,Bermont,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_45,Ambianensis,"apostolic provision,papal grace,Rectorship,Parish Church,church",1677-10-08,0.5,0.0,215,typical
3878,https://g17.dhi-roma.it/resources/event_6107,,,Dominicus Tustor,Lopez extra,Tustor,Extra,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_306,Jacensis,"apostolic provision,papal grace,death of previous holder,Parish Church,church,Holder of a benefice",1622-07-27,0.5,0.0,52,typical
3910,https://g17.dhi-roma.it/resources/event_8666,,,Unknown former possessor,Tussanus Normandin,Possessor,Normandin,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_133,Burdegalensis,"Renewed provision,apostolic provision,papal grace,Vacant for an indefinite period,church,Archdeacon",1677-11-20,0.5,0.0,672,typical
3919,https://g17.dhi-roma.it/resources/event_544,,,Salustris Manellus,Joannis Baptistae Ciacci,Manellus,Ciacci,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_531,Senogalliensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church,Collegiate church",1622-11-22,0.5,0.0,385,typical
3918,https://g17.dhi-roma.it/resources/event_5898,,,Cosinus Crassus,Francisci Pichi seu de monte Picho,Crassus,Picho,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_557,Terdonensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1622-06-22,0.5,0.0,131,typical
3917,https://g17.dhi-roma.it/resources/event_2471,,,Thomas Dalmazzonis,Petrini Tebaldi,Dalmazzonis,Tebaldi,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_506,Salutianensis/Salutiarum,"apostolic provision,papal grace,death of previous holder,Rectorship,Parish Church,church",1622-12-09,0.5,0.0,41,typical
7070,https://g17.dhi-roma.it/resources/event_7621,,,Unknown former possessor,Ulpianus Robertius,Possessor,Robertius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_297,Hydruntina,"apostolic provision,papal grace,Restoration,death of previous holder,Without care of souls,Holder of a benefice in a church",1622-03-07,0.5,0.0,672,typical
3915,https://g17.dhi-roma.it/resources/event_7770,,,Joannes Simon,Ioannis de Ulingene,Simon,Ulingene,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_648,Yprensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church,Collegiate church",1622-05-19,0.5,0.0,60,typical
3914,https://g17.dhi-roma.it/resources/event_5211,,,Gerardi cognoati,Petrus Hubodiere,Cognoati,Hubodiere,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_484,Redonensis,"apostolic provision,papal grace,death of previous holder,Rectorship",,0.5,0.0,64,typical
3913,https://g17.dhi-roma.it/resources/event_6741,,,Bened. De Bened,Hieronymus natus Mariani Cianchi,Bened,Cianchi,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_96,Balneoregien,"apostolic provision,papal grace,death of previous holder,church,Collegiate church",,0.5,0.0,139,typical
3912,https://g17.dhi-roma.it/resources/event_3676,,,Andreae de Melgare,Hieronimus de Cqonas,Melgare,Cqonas,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_305,Ispalensis,"Resignation,apostolic provision,papal grace,Parish Church,church,Holder of a benefice",1622-03-15,0.5,0.0,82,typical
3911,https://g17.dhi-roma.it/resources/event_964,,,Joannes Antonius Colonner,Hieronimi Gualbes,Colonner,Gualbes,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_277,Gerundensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-04-19,0.5,0.0,100,typical
3909,https://g17.dhi-roma.it/resources/event_8993,,,Unknown former possessor,Franciscus Herbinot,Possessor,Herbinot,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"Renewed provision,apostolic provision,papal grace,Vacant for an indefinite period",1677-12-12,0.5,0.0,672,typical
3900,https://g17.dhi-roma.it/resources/event_403,https://g17.dhi-roma.it/resources/person_61,,Franciscus Denza,Simonis Bonenitie,Denza,Bonenitie,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_117,Boianensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Holder of a benefice in a church",1623-01-01,0.5,0.0,125,typical
3908,https://g17.dhi-roma.it/resources/event_1763,,,Joannes Franciscus Pica,Fabii Casscina,Pica,Casscina,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_63,Aquilana,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church",1622-11-23,0.5,0.0,99,typical
3907,https://g17.dhi-roma.it/resources/event_6406,,,Lucianus Martucius,Mathei Miloni,Martucius,Miloni,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_434,Ostunensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church",1622-08-30,0.5,0.0,304,typical
3906,https://g17.dhi-roma.it/resources/event_5551,,,Lucie Guerre,Virgilius Angeli,Guerre,Angeli,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_637,Viterbiensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church,Collegiate church",1622-04-05,0.5,0.0,139,typical
7071,https://g17.dhi-roma.it/resources/event_6833,,,ultimis posses.,Stephanus Campilans,Posses.,Campilans,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_179,Celsonensis,"apostolic provision,papal grace,death of previous holder,Holder of a benefice",1678-04-27,0.5,0.0,688,typical
7072,https://g17.dhi-roma.it/resources/event_8615,,,Claudius Platel,ultimi possessoris,Platel,Possessoris,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_495,Rothomagensis,"apostolic provision,papal grace",1677-12-02,0.5,0.0,92,typical
